id,zone,state,gender,age_category,age
11799,Central,Arkansas,F,medium,48
11800,Central,South Dakota,M,medium,43
11801,Central,Tennessee,F,young,17
11802,Pacific,California,M,young,27
11803,Eastern,Georgia,F,old,65
11804,Mountain,Colorado,F,young,24
11805,Eastern,New Jersey,M,medium,43
11806,Central,Illinois,M,medium,51
11807,Mountain,Utah,M,medium,37
11808,Mountain,Montana,M,old,61
11809,Eastern,Georgia,F,medium,49
11810,Central,Wisconsin,M,,30
11811,Eastern,New York,F,young,28
11812,Pacific,California,F,young,28
11813,Central,Illinois,M,medium,44
11814,Central,Illinois,M,medium,53
11815,Central,Minnesota,M,medium,35
11816,Eastern,North Carolina,M,medium,32
11817,Central,Missouri,F,medium,47
11818,Central,Illinois,F,young,27
11819,Mountain,Arizona,M,medium,53
11820,Eastern,Indiana,M,medium,46
11821,Central,Louisiana,F,young,24
11822,Central,Illinois,M,young,18
11823,Central,Minnesota,M,young,24
11824,Central,Texas,F,young,23
11825,Eastern,Maryland,M,medium,37
11826,Central,Kansas,F,old,70
11827,Eastern,New York,M,medium,35
11828,Central,Illinois,F,young,28
11829,Central,Texas,M,medium,53
11830,Central,Iowa,F,young,28
11831,Central,Texas,F,medium,31
11832,Eastern,Ohio,F,medium,36
11833,Central,Texas,F,,30
11834,Eastern,Georgia,M,medium,37
11835,Mountain,New Mexico,F,medium,43
11836,Central,Oklahoma,F,medium,37
11837,Pacific,California,M,young,18
11838,Central,Oklahoma,M,young,19
11839,Pacific,California,M,,30
11840,Central,Iowa,M,young,25
11841,Pacific,Washington,F,medium,52
11842,Mountain,Arizona,F,medium,35
11843,Pacific,California,F,medium,40
11844,Eastern,Ohio,F,medium,31
11845,Eastern,New York,F,medium,38
11846,Eastern,Virginia,F,medium,43
11847,Central,Louisiana,M,medium,59
11848,Mountain,Arizona,M,medium,40
11849,Mountain,Arizona,M,young,23
11850,Central,Texas,M,medium,37
11851,Pacific,California,F,young,23
11852,Eastern,New Jersey,F,medium,56
11853,Central,Arkansas,M,young,24
11854,Eastern,North Carolina,M,medium,37
11855,Mountain,Colorado,F,medium,40
11856,Central,Texas,F,young,23
11857,Eastern,New Hampshire,F,medium,52
11858,Mountain,Arizona,M,young,18
11859,Eastern,New Jersey,M,old,66
11860,Eastern,North Carolina,M,old,67
11861,Central,Arkansas,F,medium,36
11862,Mountain,New Mexico,M,medium,35
11863,Central,Wisconsin,F,medium,46
11864,Eastern,Maine,M,medium,39
11865,Eastern,Michigan,M,,30
11866,Central,Texas,F,young,28
11867,Eastern,Virginia,M,old,66
11868,Central,Texas,M,medium,31
11869,Eastern,New York,F,old,63
11870,Eastern,Pennsylvania,M,medium,38
11871,Mountain,Utah,M,medium,40
11872,Mountain,New Mexico,M,medium,39
11873,Mountain,Colorado,M,medium,37
11874,Central,Texas,M,old,61
11875,Eastern,Ohio,M,medium,57
11876,Central,Minnesota,M,medium,36
11877,Eastern,Pennsylvania,F,medium,37
11878,Central,Illinois,M,medium,49
11879,Mountain,Arizona,M,old,73
11880,Central,Illinois,M,medium,36
11881,Central,Illinois,F,young,26
11882,Eastern,Virginia,M,medium,46
11883,Mountain,Arizona,F,medium,40
11884,Eastern,Pennsylvania,M,young,25
11885,Eastern,Massachusetts,M,,30
11886,Eastern,Georgia,F,medium,43
11887,Eastern,New York,F,medium,39
11888,Pacific,California,M,medium,45
11889,Central,Texas,M,young,18
11890,Central,Missouri,F,medium,49
11891,Central,Minnesota,F,medium,43
11892,Mountain,Colorado,M,medium,58
11893,Eastern,Pennsylvania,M,medium,46
11894,Eastern,New York,F,medium,53
11895,Central,Mississippi,M,medium,57
11896,Eastern,Vermont,M,young,20
11897,Mountain,Colorado,M,medium,31
11898,Eastern,Pennsylvania,F,young,21
11899,Mountain,Colorado,F,medium,31
11900,Central,Illinois,M,medium,53
11901,Eastern,Florida,F,medium,48
11902,Pacific,California,M,medium,32
11903,Central,Illinois,M,young,29
11904,Central,Illinois,M,medium,50
11905,Eastern,Maryland,F,medium,31
11906,Pacific,Washington,F,young,20
11907,Eastern,Ohio,F,medium,44
11908,Eastern,Virginia,F,medium,36
11909,Central,Alabama,M,medium,41
11910,Eastern,Florida,F,young,23
11911,Pacific,California,M,medium,44
11912,Eastern,Georgia,M,old,61
11913,Mountain,Arizona,M,medium,57
11914,Eastern,New York,M,young,25
11915,Central,Iowa,F,young,26
11916,Central,Illinois,M,medium,35
11917,Eastern,New York,F,young,29
11918,Eastern,Ohio,F,medium,32
11919,Pacific,California,F,old,62
11920,Eastern,Michigan,F,young,18
11921,Central,Illinois,M,,30
11922,Mountain,Arizona,M,young,23
11923,Eastern,West Virginia,M,medium,44
11924,Mountain,Utah,F,medium,45
11925,Eastern,Indiana,M,,30
11926,Central,Illinois,F,medium,58
11927,Mountain,Arizona,M,medium,47
11928,Pacific,California,F,medium,43
11929,Central,Alabama,M,medium,38
11930,Pacific,California,M,medium,43
11931,Mountain,Arizona,F,old,72
11932,Central,Tennessee,F,young,29
11933,Mountain,Arizona,M,medium,45
11934,Mountain,Arizona,M,young,29
11935,Eastern,Indiana,F,medium,33
11936,Mountain,Arizona,M,young,29
11937,Central,Louisiana,M,young,22
11938,Eastern,North Carolina,F,medium,40
11939,Eastern,New York,F,old,61
11940,Mountain,Arizona,F,young,24
11941,Central,Mississippi,F,young,23
11942,Central,Tennessee,F,medium,52
11943,Eastern,New Jersey,M,medium,56
11944,Mountain,Colorado,M,medium,37
11945,Eastern,Florida,F,young,22
11946,Pacific,Nevada,M,old,63
11947,Central,Wisconsin,F,medium,57
11948,Mountain,Montana,M,medium,50
11949,Mountain,Idaho,F,,30
11950,Central,Texas,M,medium,33
11951,Eastern,Florida,M,young,17
11952,Central,Alabama,F,young,24
11953,Eastern,Florida,F,medium,37
11954,Eastern,Delaware,M,medium,38
11955,Mountain,Colorado,M,medium,43
11956,Eastern,Michigan,M,young,21
11957,Eastern,Florida,M,medium,41
11958,Pacific,California,F,young,21
11959,Eastern,New Jersey,M,medium,40
11960,Eastern,North Carolina,M,medium,31
11961,Central,Wisconsin,M,medium,50
11962,Pacific,California,M,medium,36
11963,Mountain,Montana,F,young,23
11964,Central,Texas,F,medium,33
11965,Central,Texas,M,,30
11966,Mountain,Montana,M,medium,33
11967,Central,Texas,F,young,26
11968,Central,Kansas,F,medium,59
11969,Eastern,Pennsylvania,F,medium,50
11970,Pacific,Washington,F,medium,37
11971,Eastern,Michigan,F,,30
11972,Eastern,New York,F,medium,56
11973,Eastern,Michigan,M,young,29
11974,Eastern,North Carolina,M,medium,52
11975,Central,Texas,F,medium,31
11976,Eastern,Georgia,M,young,26
11977,Central,Missouri,F,medium,57
11978,Eastern,Pennsylvania,M,medium,37
11979,Eastern,Georgia,F,medium,55
11980,Mountain,New Mexico,M,medium,33
11981,Central,Texas,M,,30
11982,Eastern,New York,M,old,65
11983,Central,Illinois,F,medium,39
11984,Pacific,California,M,old,80
11985,Central,Missouri,M,young,28
11986,Central,Nebraska,F,young,21
11987,Central,Alabama,F,medium,36
11988,Mountain,Utah,M,old,66
11989,Eastern,Massachusetts,M,medium,32
11990,Eastern,New York,F,medium,32
11991,Eastern,Virginia,M,medium,56
11992,Eastern,Kentucky,M,medium,50
11993,Eastern,West Virginia,M,medium,31
11994,Central,Kansas,M,old,64
11995,Mountain,Utah,M,young,18
11996,Eastern,New York,F,young,26
11997,Eastern,New York,F,medium,35
11998,Central,Illinois,M,medium,35
11999,Eastern,New Jersey,F,young,21
12000,Eastern,New York,F,medium,50
12001,Eastern,Michigan,M,medium,32
12002,Central,Texas,F,young,24
12003,Eastern,Virginia,M,young,20
12004,Central,Texas,M,medium,44
12005,Eastern,Florida,M,young,26
12006,Eastern,Florida,M,medium,40
12007,Central,Wisconsin,M,medium,42
12008,Eastern,Michigan,M,medium,31
12009,Eastern,Pennsylvania,M,old,62
12010,Pacific,California,M,young,26
12011,Eastern,Massachusetts,M,medium,34
12012,Eastern,New York,M,medium,55
12013,Eastern,Massachusetts,F,medium,35
12014,Pacific,Nevada,M,medium,38
12015,Eastern,North Carolina,M,medium,32
12016,Central,Tennessee,M,young,20
12017,Eastern,Pennsylvania,M,medium,42
12018,Eastern,New Jersey,M,young,20
12019,Central,Texas,F,,30
12020,Mountain,Utah,F,medium,54
12021,Pacific,California,F,medium,52
12022,Mountain,Colorado,M,young,19
12023,Mountain,Colorado,F,young,23
12024,Mountain,Utah,F,medium,40
12025,Central,Texas,F,medium,48
12026,Eastern,South Carolina,F,medium,47
12027,Mountain,Arizona,M,medium,46
12028,Central,Minnesota,M,young,20
12029,Central,Texas,F,young,18
12030,Central,Oklahoma,F,medium,39
12031,Eastern,New Jersey,F,young,18
12032,Central,Alabama,M,young,28
12033,Eastern,Virginia,F,medium,33
12034,Eastern,Virginia,M,medium,47
12035,Eastern,New York,F,old,77
12036,Central,Illinois,F,medium,34
12037,Eastern,Florida,F,medium,54
12038,Central,Texas,M,young,25
12039,Eastern,Virginia,M,medium,53
12040,Mountain,Arizona,F,medium,38
12041,Central,Wisconsin,F,medium,40
12042,Mountain,Utah,M,young,27
12043,Eastern,New York,F,medium,47
12044,Pacific,California,M,young,27
12045,Eastern,Florida,F,medium,54
12046,Central,Illinois,F,young,22
12047,Mountain,Utah,M,medium,34
12048,Central,Louisiana,M,,30
12049,Mountain,Colorado,M,medium,50
12050,Mountain,Wyoming,M,young,21
12051,Eastern,North Carolina,F,medium,57
12052,Eastern,North Carolina,M,young,17
12053,Central,Missouri,M,medium,35
12054,Pacific,California,F,medium,41
12055,Eastern,Florida,M,young,23
12056,Eastern,Pennsylvania,M,medium,31
12057,Central,Texas,M,medium,41
12058,Eastern,Georgia,M,young,28
12059,Eastern,Georgia,M,young,22
12060,Central,Missouri,M,old,70
12061,Central,Texas,M,medium,34
12062,Eastern,Ohio,M,young,24
12063,Eastern,Florida,M,medium,41
12064,Pacific,California,M,medium,46
12065,Central,Texas,M,medium,44
12066,Central,Missouri,F,medium,33
12067,Eastern,West Virginia,F,old,72
12068,Central,Oklahoma,F,young,24
12069,Central,Alabama,F,young,19
12070,Eastern,New York,F,medium,48
12071,Central,Kansas,M,medium,41
12072,Central,Minnesota,M,young,23
12073,Eastern,Maryland,M,young,23
12074,Eastern,Ohio,F,medium,41
12075,Mountain,Arizona,M,old,75
12076,Central,Texas,M,medium,39
12077,Central,Missouri,M,medium,32
12078,Eastern,New York,M,medium,55
12079,Mountain,New Mexico,M,medium,60
12080,Central,Oklahoma,M,old,62
12081,Mountain,New Mexico,F,young,25
12082,Central,Kansas,F,young,25
12083,Central,Tennessee,F,medium,37
12084,Eastern,New York,M,medium,54
12085,Central,Louisiana,M,medium,36
12086,Central,Texas,M,medium,46
12087,Eastern,Connecticut,F,medium,42
12088,Mountain,Montana,M,medium,40
12089,Central,Illinois,F,medium,50
12090,Eastern,New Jersey,M,medium,35
12091,Central,Missouri,M,medium,47
12092,Central,Texas,F,old,67
12093,Eastern,Indiana,M,young,23
12094,Mountain,Colorado,M,medium,41
12095,Central,Illinois,M,medium,47
12096,Eastern,Ohio,F,medium,44
12097,Eastern,Ohio,F,medium,56
12098,Eastern,Massachusetts,F,medium,43
12099,Eastern,New Jersey,F,young,19
12100,Eastern,Maryland,M,medium,42
12101,Eastern,New York,F,young,18
12102,Eastern,New York,F,young,19
12103,Pacific,Oregon,F,young,23
12104,Pacific,California,M,medium,36
12105,Central,Texas,M,young,21
12106,Eastern,Connecticut,F,medium,50
12107,Central,Texas,M,medium,38
12108,Central,Minnesota,M,medium,44
12109,Central,Missouri,F,medium,34
12110,Central,Oklahoma,M,old,62
12111,Eastern,Connecticut,F,old,67
12112,Central,Texas,M,medium,46
12113,Central,Texas,M,medium,47
12114,Pacific,Washington,M,old,64
12115,Mountain,New Mexico,M,medium,38
12116,Central,Illinois,M,medium,31
12117,Central,Louisiana,M,old,63
12118,Pacific,California,M,medium,55
12119,Central,Iowa,M,medium,53
12120,Eastern,Massachusetts,M,young,24
12121,Eastern,South Carolina,F,medium,51
12122,Eastern,New York,F,medium,53
12123,Central,Texas,F,medium,45
12124,Pacific,California,F,medium,34
12125,Mountain,New Mexico,M,medium,49
12126,Central,Mississippi,M,medium,60
12127,Mountain,Idaho,F,medium,35
12128,Eastern,Florida,F,medium,36
12129,Pacific,California,M,medium,52
12130,Central,Louisiana,F,old,66
12131,Eastern,Michigan,F,medium,31
12132,Eastern,South Carolina,M,medium,32
12133,Eastern,New Jersey,F,old,65
12134,Mountain,New Mexico,M,medium,56
12135,Mountain,Colorado,M,medium,39
12136,Central,Texas,F,medium,33
12137,Mountain,Idaho,M,old,64
12138,Eastern,Indiana,F,medium,60
12139,Central,Illinois,M,medium,40
12140,Pacific,California,M,young,25
12141,Central,Iowa,F,young,18
12142,Central,Missouri,M,medium,35
12143,Central,Tennessee,M,medium,58
12144,Central,Illinois,M,medium,47
12145,Eastern,Michigan,M,old,72
12146,Eastern,New York,F,medium,45
12147,Eastern,New York,F,medium,35
12148,Central,Illinois,M,,30
12149,Central,Wisconsin,F,,30
12150,Central,Texas,M,medium,54
12151,Eastern,Virginia,F,medium,56
12152,Eastern,Virginia,F,medium,35
12153,Eastern,New York,F,young,23
12154,Eastern,New York,F,medium,41
12155,Eastern,Virginia,M,medium,60
12156,Central,Texas,F,medium,51
12157,Central,Wisconsin,M,young,20
12158,Eastern,New York,F,medium,46
12159,Mountain,Colorado,M,medium,54
12160,Eastern,Massachusetts,M,young,27
12161,Eastern,Pennsylvania,M,young,27
12162,Eastern,Pennsylvania,M,medium,38
12163,Mountain,New Mexico,M,medium,37
12164,Central,Tennessee,M,medium,39
12165,Central,Kansas,F,medium,34
12166,Eastern,South Carolina,M,medium,35
12167,Eastern,Pennsylvania,M,medium,49
12168,Central,Texas,F,medium,38
12169,Pacific,California,M,medium,35
12170,Eastern,Georgia,M,medium,35
12171,Eastern,Virginia,M,medium,36
12172,Mountain,Arizona,M,young,26
12173,Eastern,Georgia,M,medium,38
12174,Eastern,Pennsylvania,M,young,28
12175,Central,Nebraska,F,medium,51
12176,Central,Illinois,M,,30
12177,Eastern,New Jersey,M,young,22
12178,Eastern,New Hampshire,M,medium,34
12179,Mountain,Colorado,F,medium,37
12180,Pacific,California,M,young,23
12181,Eastern,Florida,M,medium,31
12182,Pacific,California,F,medium,43
12183,Central,Mississippi,M,young,19
12184,Mountain,Arizona,F,young,29
12185,Eastern,Ohio,M,medium,56
12186,Eastern,Virginia,M,medium,37
12187,Mountain,Utah,F,medium,44
12188,Mountain,Arizona,M,medium,52
12189,Mountain,Arizona,F,young,18
12190,Eastern,Connecticut,F,medium,36
12191,Central,Minnesota,M,medium,58
12192,Central,Texas,F,medium,32
12193,Eastern,New York,F,young,26
12194,Eastern,Ohio,F,medium,53
12195,Eastern,New York,F,medium,31
12196,Central,Texas,M,medium,54
12197,Eastern,Pennsylvania,M,medium,34
12198,Eastern,New Hampshire,M,medium,31
12199,Central,Wisconsin,M,medium,41
12200,Central,Wisconsin,M,medium,59
12201,Eastern,New Jersey,M,medium,55
12202,Eastern,North Carolina,M,young,22
12203,Eastern,New Jersey,M,medium,38
12204,Eastern,Michigan,F,medium,49
12205,Mountain,Arizona,M,medium,39
12206,Eastern,Ohio,F,medium,45
12207,Central,Oklahoma,M,,30
12208,Eastern,Massachusetts,M,young,29
12209,Mountain,Colorado,F,young,21
12210,Eastern,Virginia,M,medium,44
12211,Eastern,North Carolina,M,young,27
12212,Central,Missouri,M,medium,46
12213,Eastern,New York,F,medium,47
12214,Eastern,Connecticut,M,young,23
12215,Central,Louisiana,F,young,28
12216,Eastern,Maryland,F,medium,58
12217,Central,Illinois,M,medium,44
12218,Mountain,Arizona,M,young,21
12219,Central,Louisiana,F,medium,39
12220,Central,Texas,M,medium,47
12221,Central,Texas,F,medium,45
12222,Eastern,Delaware,M,medium,32
12223,Central,South Dakota,M,medium,37
12224,Eastern,Ohio,F,medium,52
12225,Eastern,Michigan,M,medium,55
12226,Central,Mississippi,M,medium,38
12227,Mountain,Wyoming,M,medium,33
12228,Eastern,Florida,M,medium,42
12229,Eastern,New York,M,medium,56
12230,Mountain,Colorado,M,young,21
12231,Eastern,District of Columbia,M,medium,48
12232,Eastern,Florida,F,young,25
12233,Eastern,New Jersey,M,old,62
12234,Eastern,New York,F,medium,42
12235,Pacific,California,M,medium,54
12236,Eastern,Pennsylvania,M,medium,36
12237,Mountain,Arizona,M,young,28
12238,Eastern,Pennsylvania,M,medium,55
12239,Central,Nebraska,M,medium,52
12240,Central,Texas,M,,30
12241,Central,Illinois,F,medium,41
12242,Central,Texas,F,young,27
12243,Pacific,California,F,young,21
12244,Eastern,Ohio,F,medium,35
12245,Central,Texas,M,medium,34
12246,Eastern,Connecticut,M,medium,56
12247,Mountain,Utah,M,medium,34
12248,Central,Texas,M,young,29
12249,Eastern,New York,F,medium,39
12250,Mountain,Idaho,M,young,20
12251,Central,Oklahoma,F,medium,44
12252,Eastern,Georgia,M,young,19
12253,Mountain,Arizona,F,medium,33
12254,Central,Missouri,M,medium,51
12255,Eastern,Virginia,F,medium,32
12256,Central,Texas,F,old,63
12257,Central,Minnesota,F,medium,49
12258,Eastern,New York,M,young,29
12259,Mountain,Idaho,M,young,18
12260,Eastern,New Jersey,F,medium,37
12261,Mountain,Arizona,M,medium,44
12262,Pacific,California,M,medium,59
12263,Mountain,Idaho,F,medium,44
12264,Central,Illinois,M,young,18
12265,Mountain,Colorado,F,medium,38
12266,Mountain,Arizona,M,medium,48
12267,Eastern,South Carolina,M,medium,54
12268,Central,Missouri,M,medium,33
12269,Mountain,Colorado,F,medium,46
12270,Mountain,Montana,F,medium,46
12271,Central,Texas,F,medium,34
12272,Eastern,New York,M,medium,53
12273,Eastern,New Jersey,F,medium,60
12274,Central,Arkansas,M,medium,31
12275,Eastern,Pennsylvania,M,medium,58
12276,Eastern,Ohio,F,medium,38
12277,Eastern,West Virginia,M,young,25
12278,Central,Missouri,F,medium,37
12279,Central,Illinois,M,medium,46
12280,Eastern,Florida,F,medium,57
12281,Eastern,New York,F,young,25
12282,Eastern,North Carolina,M,old,67
12283,Pacific,California,M,old,63
12284,Eastern,New Jersey,M,old,63
12285,Mountain,Utah,M,young,25
12286,Central,Illinois,M,medium,50
12287,Eastern,Florida,F,medium,32
12288,Eastern,New York,M,medium,33
12289,Eastern,Pennsylvania,M,young,28
12290,Central,Oklahoma,M,,30
12291,Eastern,Maryland,M,young,25
12292,Eastern,Georgia,F,medium,55
12293,Central,Louisiana,M,medium,43
12294,Eastern,New York,F,medium,49
12295,Mountain,Colorado,F,medium,32
12296,Eastern,Ohio,M,medium,31
12297,Pacific,California,M,,30
12298,Mountain,Colorado,M,young,20
12299,Central,Tennessee,F,medium,52
12300,Pacific,Washington,F,medium,48
12301,Eastern,North Carolina,M,medium,39
12302,Eastern,Michigan,F,young,29
12303,Eastern,Ohio,F,young,29
12304,Central,Missouri,M,medium,40
12305,Mountain,Colorado,M,medium,43
12306,Central,Mississippi,F,medium,41
12307,Pacific,California,F,medium,33
12308,Eastern,Michigan,M,medium,51
12309,Mountain,New Mexico,F,medium,36
12310,Mountain,Idaho,F,medium,52
12311,Eastern,Georgia,M,medium,50
12312,Eastern,Virginia,M,young,21
12313,Eastern,Florida,F,,30
12314,Eastern,Indiana,F,young,17
12315,Eastern,New Jersey,M,medium,54
12316,Central,Louisiana,M,old,61
12317,Mountain,Arizona,F,medium,36
12318,Eastern,Florida,M,medium,43
12319,Eastern,New York,F,medium,42
12320,Eastern,Pennsylvania,F,medium,44
12321,Central,Kansas,F,medium,33
12322,Central,Texas,F,old,62
12323,Eastern,South Carolina,F,young,23
12324,Central,Illinois,M,young,22
12325,Eastern,Massachusetts,M,medium,49
12326,Central,Oklahoma,F,young,24
12327,Mountain,Colorado,M,medium,60
12328,Eastern,Pennsylvania,F,medium,42
12329,Mountain,Montana,M,medium,35
12330,Central,Texas,F,medium,45
12331,Eastern,Maryland,F,old,70
12332,Eastern,New York,F,young,20
12333,Mountain,Colorado,F,young,19
12334,Pacific,California,M,medium,59
12335,Eastern,Kentucky,F,medium,56
12336,Eastern,Georgia,F,medium,52
12337,Eastern,Connecticut,F,young,25
12338,Central,Oklahoma,M,young,27
12339,Mountain,Arizona,M,medium,32
12340,Eastern,Pennsylvania,M,medium,43
12341,Mountain,Colorado,M,young,18
12342,Central,Oklahoma,F,medium,36
12343,Eastern,New Jersey,M,medium,31
12344,Pacific,California,M,medium,46
12345,Eastern,West Virginia,M,medium,58
12346,Central,Tennessee,M,young,29
12347,Eastern,New Jersey,F,medium,38
12348,Central,Arkansas,M,medium,40
12349,Eastern,Michigan,M,young,21
12350,Eastern,Pennsylvania,F,medium,31
12351,Central,Texas,F,medium,37
12352,Eastern,New York,F,young,24
12353,Eastern,New York,M,medium,32
12354,Eastern,Ohio,M,medium,58
12355,Eastern,Florida,M,old,65
12356,Eastern,Massachusetts,M,young,21
12357,Central,Kansas,M,young,20
12358,Mountain,New Mexico,M,medium,56
12359,Central,Tennessee,F,medium,53
12360,Eastern,Michigan,F,young,19
12361,Eastern,New York,F,young,24
12362,Eastern,Virginia,M,young,27
12363,Eastern,Ohio,F,young,27
12364,Eastern,Virginia,M,medium,45
12365,Eastern,North Carolina,F,medium,53
12366,Eastern,Michigan,M,medium,32
12367,Central,Texas,M,medium,47
12368,Central,Texas,F,medium,45
12369,Eastern,Connecticut,F,medium,55
12370,Eastern,North Carolina,F,medium,51
12371,Central,Texas,F,old,62
12372,Mountain,Wyoming,F,young,25
12373,Eastern,New Jersey,M,medium,34
12374,Eastern,Pennsylvania,M,young,26
12375,Eastern,Kentucky,F,old,66
12376,Eastern,Indiana,M,young,24
12377,Pacific,California,M,medium,44
12378,Central,Illinois,F,medium,49
12379,Mountain,Colorado,M,young,18
12380,Central,Oklahoma,F,medium,58
12381,Eastern,New Hampshire,M,young,26
12382,Eastern,Florida,F,medium,34
12383,Eastern,New York,F,medium,41
12384,Eastern,New York,M,medium,42
12385,Central,Alabama,F,young,25
12386,Eastern,Indiana,M,medium,36
12387,Eastern,Michigan,M,medium,31
12388,Pacific,California,M,medium,39
12389,Pacific,California,F,young,22
12390,Mountain,Colorado,M,medium,40
12391,Eastern,South Carolina,M,medium,50
12392,Mountain,Colorado,M,medium,35
12393,Central,Texas,F,medium,42
12394,Eastern,Georgia,M,medium,41
12395,Pacific,California,M,medium,36
12396,Central,Alabama,M,medium,38
12397,Mountain,Arizona,F,,30
12398,Central,Missouri,M,medium,31
12399,Eastern,Indiana,M,medium,37
12400,Central,Illinois,M,young,18
12401,Eastern,Connecticut,M,medium,51
12402,Eastern,Pennsylvania,F,medium,43
12403,Central,Alabama,F,old,73
12404,Central,Texas,M,medium,51
12405,Mountain,Wyoming,M,medium,50
12406,Eastern,Florida,F,young,27
12407,Pacific,California,F,medium,35
12408,Central,Arkansas,M,young,22
12409,Eastern,Kentucky,F,medium,34
12410,Eastern,Indiana,M,medium,47
12411,Eastern,Indiana,M,medium,51
12412,Mountain,Colorado,M,young,22
12413,Eastern,North Carolina,F,young,29
12414,Eastern,New York,F,old,63
12415,Central,Missouri,M,medium,48
12416,Eastern,New Jersey,F,medium,31
12417,Central,Illinois,F,medium,52
12418,Eastern,Virginia,M,medium,57
12419,Eastern,Connecticut,M,medium,31
12420,Mountain,Colorado,M,medium,53
12421,Eastern,Michigan,M,medium,50
12422,Eastern,New York,M,young,23
12423,Eastern,Florida,F,young,22
12424,Mountain,Utah,M,young,20
12425,Central,Tennessee,F,medium,39
12426,Central,Texas,M,young,21
12427,Eastern,West Virginia,M,young,26
12428,Eastern,Ohio,M,medium,55
12429,Eastern,Florida,M,medium,50
12430,Central,Texas,F,young,29
12431,Mountain,Colorado,F,young,27
12432,Central,Oklahoma,F,medium,35
12433,Eastern,New York,F,medium,32
12434,Eastern,Georgia,F,medium,58
12435,Eastern,Pennsylvania,F,medium,45
12436,Mountain,New Mexico,M,medium,43
12437,Mountain,Arizona,M,medium,44
12438,Eastern,New York,F,medium,56
12439,Central,Texas,M,medium,31
12440,Eastern,Massachusetts,M,young,26
12441,Central,Texas,M,medium,34
12442,Central,Wisconsin,M,medium,43
12443,Pacific,California,M,medium,32
12444,Eastern,North Carolina,F,young,27
12445,Eastern,New York,F,young,23
12446,Pacific,California,F,medium,55
12447,Eastern,Florida,M,medium,31
12448,Eastern,Michigan,F,medium,32
12449,Eastern,Florida,M,medium,40
12450,Eastern,Virginia,M,medium,44
12451,Central,Tennessee,F,medium,33
12452,Eastern,New York,F,,30
12453,Central,Texas,M,medium,32
12454,Mountain,Arizona,M,medium,40
12455,Pacific,Oregon,F,young,29
12456,Central,Illinois,F,,30
12457,Central,Iowa,M,,30
12458,Eastern,Georgia,M,medium,50
12459,Eastern,Florida,M,medium,51
12460,Mountain,Idaho,M,medium,46
12461,Central,Oklahoma,F,young,26
12462,Central,Tennessee,F,medium,44
12463,Eastern,Indiana,F,medium,44
12464,Eastern,New York,F,old,62
12465,Eastern,Georgia,F,medium,38
12466,Eastern,Florida,M,medium,40
12467,Central,Iowa,F,medium,58
12468,Central,Minnesota,M,medium,50
12469,Mountain,Colorado,M,young,28
12470,Mountain,Arizona,F,medium,50
12471,Eastern,Maine,M,medium,34
12472,Eastern,Pennsylvania,M,medium,32
12473,Pacific,California,M,medium,55
12474,Central,Iowa,F,young,25
12475,Central,Minnesota,F,young,22
12476,Eastern,Florida,M,medium,48
12477,Eastern,Michigan,F,young,17
12478,Central,Wisconsin,F,medium,41
12479,Central,Texas,F,,30
12480,Central,Arkansas,M,medium,37
12481,Central,South Dakota,M,medium,56
12482,Central,Arkansas,M,medium,46
12483,Central,South Dakota,M,young,23
12484,Eastern,North Carolina,M,medium,37
12485,Eastern,Ohio,M,young,23
12486,Central,Texas,M,young,19
12487,Eastern,Florida,M,medium,46
12488,Pacific,Oregon,M,young,17
12489,Central,Nebraska,F,medium,34
12490,Pacific,California,F,medium,47
12491,Mountain,Wyoming,M,medium,58
12492,Eastern,Pennsylvania,F,young,24
12493,Central,Louisiana,F,old,67
12494,Mountain,Arizona,F,medium,53
12495,Central,Tennessee,F,medium,32
12496,Central,Illinois,M,medium,45
12497,Eastern,Florida,M,medium,44
12498,Central,Iowa,M,medium,37
12499,Central,Texas,F,medium,41
12500,Central,Texas,M,young,29
12501,Central,Minnesota,M,medium,44
12502,Central,Texas,M,medium,45
12503,Eastern,Maryland,M,medium,38
12504,Central,Texas,M,medium,35
12505,Central,Oklahoma,F,young,22
12506,Central,Alabama,F,medium,39
12507,Central,Texas,F,young,18
12508,Central,Alabama,F,medium,33
12509,Central,Illinois,M,young,24
12510,Eastern,Florida,M,young,19
12511,Mountain,Utah,M,medium,49
12512,Eastern,Indiana,F,medium,38
12513,Pacific,California,M,medium,38
12514,Mountain,Idaho,F,young,28
12515,Central,Texas,F,medium,57
12516,Central,Illinois,M,medium,57
12517,Central,Texas,M,young,21
12518,Eastern,Indiana,M,medium,38
12519,Mountain,Utah,M,young,26
12520,Central,Tennessee,F,medium,45
12521,Central,Wisconsin,F,young,27
12522,Central,Texas,F,medium,40
12523,Central,Illinois,M,medium,37
12524,Mountain,Arizona,F,,30
12525,Eastern,New Jersey,M,medium,48
12526,Pacific,California,F,young,25
12527,Central,Oklahoma,M,medium,34
12528,Eastern,New Jersey,M,medium,49
12529,Eastern,West Virginia,M,young,22
12530,Central,North Dakota,M,young,29
12531,Central,Kansas,F,medium,45
12532,Eastern,Maine,M,medium,32
12533,Eastern,New York,M,medium,42
12534,Eastern,Pennsylvania,F,medium,39
12535,Pacific,California,M,medium,35
12536,Eastern,New Jersey,M,medium,31
12537,Pacific,California,F,medium,32
12538,Mountain,Idaho,M,medium,43
12539,Pacific,Oregon,M,medium,60
