gvkey,conm,datadate,fyear,price,eps,pe
251621,INDOPHIL RESOURCES NL,31/12/2011,2011,0.43,0.0013,330.7692308
251638,DRAGON MINING LTD,31/12/2011,2011,0.95,,
252268,SYDNEY AIRPORT,31/12/2011,2011,2.87,0.0654,43.88379205
253317,BRISBANE BRONCOS LTD,31/12/2011,2011,0.27,0.0139,19.42446043
253319,CARBON MINERALS LTD,31/12/2011,2011,1.65,0.5534,2.981568486
253325,ONE NORTH ENTERTAINMENT LTD,31/12/2011,2011,0.002,-0.04,
253378,NIDO PETROLEUM LTD,31/12/2011,2011,0.063,0.00275,22.90909091
253382,ELECTROMETALS TECHNOLOGIES,31/12/2011,2011,0.014,-0.0077,
253400,GREENHY2 LIMITED,31/12/2011,2011,0.018,-0.0011,
253403,OM HOLDINGS LTD,31/12/2011,2011,0.44,-0.02288,
253408,TIGER RESOURCES LTD,31/12/2011,2011,0.37,,
253429,88 ENERGY LTD,31/12/2011,2011,0.49,-0.0301,
253432,ALITA RESOURCES LTD,31/12/2011,2011,0.043,,
253434,TASMANIA MINES LTD,31/12/2011,2011,1.6,0.3288,4.866180049
253437,INTREPID MINES LTD,31/12/2011,2011,0.735,-0.06704,
253452,STRATEGIC MINERALS CORP NL,31/12/2011,2011,0.028,-0.0014,
253462,SOUTHERN CROSS EXPLORATION,31/12/2011,2011,0.018,-0.0101,
253479,E-PAY ASIA LTD,31/12/2011,2011,0.245,0.0214,11.44859813
253498,RENT.COM.AU LTD,31/12/2011,2011,0.003,-0.0006,
253513,GONDWANA RESOURCES,31/12/2011,2011,0.003,-0.00259,
253545,HUDSON RESOURCES LTD,31/12/2011,2011,0.33,-0.01698,
253565,MSF SUGAR LTD,31/12/2011,2011,4.35,0.08744,49.7483989
253566,RHS LIMITED,31/12/2011,2011,0.002,-0.00026,
253572,MAGNUM MINING & EXPLOR LTD,31/12/2011,2011,0.051,-0.0042,
253583,MACRO CORP LTD,31/12/2011,2011,0.02,-0.0378,
253593,LUDOWICI LTD,31/12/2011,2011,10.83,0.38406,28.19871895
253605,LEGEND MINING NL,31/12/2011,2011,0.024,-0.0024,
254393,SCIGEN LTD,31/12/2011,2011,0.045,-0.0072,
255798,RINKER GROUP LTD,31/12/2011,2011,,,
256401,RAFFLES CAPITAL LTD,31/12/2011,2011,0.51,0.017,30
259425,INVOCARE LTD,31/12/2011,2011,8.01,0.25627,31.25609709
259839,BROOKFIELD MULTIPLEX GROUP,31/12/2011,2011,,0.37664,
260645,YOUNG AUSTRALIAN MINES LTD,31/12/2011,2011,0.29,,
260652,SKY METALS LTD,31/12/2011,2011,0.033,-0.0148,
270213,ALBIDON LTD,31/12/2011,2011,,-0.6447,
270961,REWARD MINERALS LTD,31/12/2011,2011,0.755,-0.0424,
271280,MIRABELA NICKEL LTD,31/12/2011,2011,0.565,-0.10324,
271325,TERRAMIN AUSTRALIA LTD,31/12/2011,2011,0.17,-0.1067,
271539,APA SUB GROUP,31/12/2011,2011,2.11,-0.05661,
271605,AUDIO PIXELS HOLDINGS LTD,31/12/2011,2011,6,-0.1277,
271829,NEUREN PHARMACEUTICALS LTD,31/12/2011,2011,0.024,-0.00799,
272229,CASTLEMAINE GOLDFIELDS LTD,31/12/2011,2011,0.097,-0.10703,
272518,PO VALLEY ENERGY LTD,31/12/2011,2011,0.14,-0.0457,
272603,KGL RESOURCES LTD,31/12/2011,2011,1.33,-0.0036,
272888,BULLABULLING GOLD LTD,31/12/2011,2011,0.2138,-0.0104,
273189,DIATREME RESOURCES LTD,31/12/2011,2011,0.067,-0.0141,
274001,ENERGY METALS LTD,31/12/2011,2011,0.345,0.0024,143.75
274076,SIERRA RUTILE HOLDINGS LTD,31/12/2011,2011,0.5525,,
274806,IMEXHS LTD,31/12/2011,2011,0.015,0.00266,5.639097744
274856,SPARK INFR GROUP,31/12/2011,2011,1.495,0.06224,24.01992288
275855,RICHFIELD INTERNATIONAL LTD,31/12/2011,2011,0.025,0.0026,9.615384615
275876,FINDERS RESOURCES LTD,31/12/2011,2011,0.4,-0.06378,
276802,HYDROCARBON DYNAMICS LTD,31/12/2011,2011,0.05,-0.01115,
277450,GEOPACIFIC RESOURCES LTD,31/12/2011,2011,0.22,-0.0478,
277926,ANTILLES OIL AND GAS NL,31/12/2011,2011,0.004,-0.0073,
278117,AUSENCO LTD,31/12/2011,2011,4.33,0.2148,20.15828678
278168,ENERGY TRANSITION MINERALS,31/12/2011,2011,0.45,-0.0353,
279488,LIONHUB GROUP LTD,31/12/2011,2011,,0.2209,
282321,CYCLOPHARM LTD,31/12/2011,2011,0.036,-0.0055,
282567,GALAXY RESOURCES,31/12/2011,2011,0.885,-0.4712,
283453,CARBINE RESOURCES LTD,31/12/2011,2011,0.12,-0.0588,
284251,BOART LONGYEAR GROUP LTD,31/12/2011,2011,4.16,0.3512,11.84510251
284307,THE MAC SERVICES GROUP LTD,31/12/2011,2011,,,
284314,ENOVA MINING LTD,31/12/2011,2011,0.07,-0.0183,
284601,TEXON PETROLEUM LTD,31/12/2011,2011,0.63,0.0088,71.59090909
284723,RED SKY ENERGY LTD,31/12/2011,2011,0.007,-0.00474,
284915,RMA ENERGY LTD,31/12/2011,2011,0.023,-0.0052,
285354,CENTRAL ASIA RESOURCES LTD,31/12/2011,2011,0.035,-0.00709,
285929,RAREX LTD,31/12/2011,2011,0.04,-0.0167,
285932,GTI ENERGY LTD,31/12/2011,2011,0.06,-0.0095,
286035,IPROPERTY GROUP LTD,31/12/2011,2011,1.3,-0.01269,
286205,BEADELL RESOURCES LTD,31/12/2011,2011,0.675,-0.0544,
286297,METMINCO LTD - OLD,31/12/2011,2011,0.145,-0.0063,
286942,AFRICAN PETROLEUM CORP LTD,31/12/2011,2011,,,
287308,PIXIE GROUP LTD,31/12/2011,2011,0.12,0.0023,52.17391304
287566,G8 EDUCATION LTD,31/12/2011,2011,0.9,0.0927,9.708737864
287623,PAWNEE ENERGY LTD,31/12/2011,2011,0.005,-0.0116,
287632,MESBON CHINA NYLON LTD,31/12/2011,2011,0.22,0.00788,27.91878173
287635,DOTZ NANO LTD,31/12/2011,2011,0.96,0.0085,112.9411765
287853,FLUENCE CORPORATION LTD,31/12/2011,2011,0.051,-0.04697,
287994,AUSTEX OIL LTD,31/12/2011,2011,0.145,-0.01746,
288304,NGE CAPITAL LTD,31/12/2011,2011,0.056,-0.0054,
289417,INOVA RESOURCES LTD,31/12/2011,2011,1.22,-0.2827,
289754,TIARO COAL LTD,31/12/2011,2011,0.32,-0.03586,
290850,TREYO LEISURE AND ENTMT,31/12/2011,2011,0.335,0.0163,20.55214724
292514,TRITON MINERALS LTD,31/12/2011,2011,0.05,-0.0682,
292775,SINO GAS & ENERGY HLDGS LTD,31/12/2011,2011,0.088,-0.0043,
293640,ABX GROUP LTD,31/12/2011,2011,0.5,-0.0081,
293780,SUMATRA COPPER & GOLD PLC,31/12/2011,2011,0.12,,
293796,ATLAS ARTERIA LTD,31/12/2011,2011,1.7,-0.6343,
293889,XIAOXIAO EDUCATION LTD,31/12/2011,2011,0.027,-0.0501,
294518,NOVARISE RENEW RSCS INTL,31/12/2011,2011,0.185,0.04097,4.515499146
294692,VANTAGE GOLDFIELDS LTD,31/12/2011,2011,0.195,0.0461,4.229934924
295174,HORSESHOE METALS LTD,31/12/2011,2011,0.31,-0.0449,
295876,KULA GOLD LTD,31/12/2011,2011,0.96,-0.01202,
296032,CRITICAL RESOURCES LTD,31/12/2011,2011,0.28,-0.0142,
296409,PURIFLOH LTD,31/12/2011,2011,0.082,-0.017,
296459,AUSTRALIA NEW ARGIBUS & CHEM,31/12/2011,2011,0.23,-0.0052,
296479,HARANGA RESOURCES LTD,31/12/2011,2011,0.465,,
296513,REVA MEDICAL INC,31/12/2011,2011,0.69,,
296582,VOLTAIC STRATEGIC RESOURCES,31/12/2011,2011,0.27,0.0067,40.29850746
296687,IOT GROUP LTD,31/12/2011,2011,0.04,-0.0153,
299291,TIGERS REALM COAL LTD,31/12/2011,2011,0.305,0.0577,5.285961872
307488,BRAINCHIP HOLDINGS LTD,31/12/2011,2011,0.17,-0.0448,
310403,FRONTIER CAPITAL GROUP LTD,31/12/2011,2011,0.25,-0.0075,
313077,YANCOAL AUSTRALIA LTD,31/12/2011,2011,,,
313851,ICAR ASIA LTD,31/12/2011,2011,,,
314558,WOLF PETROLEUM LTD,31/12/2011,2011,,,
314808,JACK-IN GROUP LTD,31/12/2011,2011,,,
314996,INTEGRATED MEDIA TECHNOLOGY,31/12/2011,2011,,,
316613,FREELANCER LTD,31/12/2011,2011,,,
316921,SINO AUSTRALIA OIL AND GAS,31/12/2011,2011,,,
316946,ENSOGO LTD,31/12/2011,2011,,,
317028,SUNBRIDGE GROUP LTD,31/12/2011,2011,,,
317925,SMARTGROUP CORPORATION LTD,31/12/2011,2011,,,
318194,SPEEDCAST INTERNATIONAL LTD,31/12/2011,2011,,,
318709,PREMIERE EASTERN ENERGY,31/12/2011,2011,,,
318978,APPEN LTD,31/12/2011,2011,,,
319487,TOUCHCORP LTD,31/12/2011,2011,,,
319673,XPD SOCCER GEAR GROUP LTD,31/12/2011,2011,,,
320241,PALLA PHARMA LTD,31/12/2011,2011,,,
324048,PEGMONT MINES LTD,31/12/2011,2011,,,
328874,TIMAH RESOURCES LTD,31/12/2011,2011,,,
338640,TPG TELECOM LTD,31/12/2011,2011,,,
211368,CORPORATE EXPRESS AUSTRALIA,31/1/2012,2011,,,
242636,HILLGROVE RESOURCES LTD,31/1/2012,2011,0.265,-0.0104,
254380,SIGMA HEALTHCARE LTD,31/1/2012,2011,0.665,0.0433,15.35796767
276757,1-PAGE LTD,31/1/2012,2011,0.035,-0.0069,
245323,NAMOI COTTON LTD,29/2/2012,2011,0.24,-0.70667,
282050,LUCAPA DIAMOND CO LTD,29/2/2012,2011,0.009,-0.0009,
282380,ORION METALS LTD,29/2/2012,2011,0.15,-0.0189,
017544,CSR LTD,31/3/2012,2011,1.4,0.1508,9.283819629
100477,JAMES HARDIE INDUSTRIES PLC,31/3/2012,2011,7.96,,
101256,FISHER & PAYKEL HEALTHCARE,31/3/2012,2011,1.97,0.122,16.14754098
179107,CHAMPION IRON LTD,31/3/2012,2011,0.948,-0.1,
201015,ALS LTD,31/3/2012,2011,54.25,3.2949,16.4648396
201555,SMARTPAY HOLDINGS LTD,31/3/2012,2011,0.12,-0.0975,
203699,TASK GROUP HOLDINGS LTD,31/3/2012,2011,0.03,,
209828,INFRATIL LTD,31/3/2012,2011,2.03,0.1488,13.64247312
242338,PROGRAMMED MAINTENANCE SVC,31/3/2012,2011,2.41,0.2642,9.121877366
248770,MEDTECH GLOBAL LTD,31/3/2012,2011,0.04,-0.001,
253534,FINDI LIMITED,31/3/2012,2011,0.004,-0.0008,
274808,HYTERRA LTD,31/3/2012,2011,0.016,-0.0155,
274820,AUSNET SERVICES,31/3/2012,2011,1.02,0.0895,11.39664804
274848,TUTT BRYANT GROUP LTD,31/3/2012,2011,,,
275475,TTA HOLDINGS LTD,31/3/2012,2011,0.056,0.0158,3.544303797
277632,ADITYA BIRLA MINERALS,31/3/2012,2011,0.47,0.0848,5.54245283
281811,THORN GROUP LTD,31/3/2012,2011,1.46,0.1924,7.588357588
284393,XREF LTD,31/3/2012,2011,0.016,-0.0054,
284844,XERO LIMITED,31/3/2012,2011,5,,
285319,WOLLONGONG COAL LTD,31/3/2012,2011,0.155,0.0099,15.65656566
285464,NORFOLK GROUP LTD,31/3/2012,2011,1.015,0.232,4.375
316964,AMPLIA THERAPEUTICS LTD,31/3/2012,2011,,,
320284,ADHERIUM LTD,31/3/2012,2011,,,
320363,VITACO HOLDINGS LTD,31/3/2012,2011,,,
223097,METCASH LTD,30/4/2012,2011,3.41,0.1521,22.41946088
298537,COLLINS FOODS LTD,30/4/2012,2011,1.17,0.144,8.125
322141,RICEGROWERS LTD,30/4/2012,2011,,,
200314,ALESCO CORPORATION LTD,31/5/2012,2011,1.915,0.0728,26.30494505
316448,PATRONUS RESOURCES LIMITED,31/5/2012,2011,,,
005302,LABYRINTH RESOURCES LIMITED,30/6/2012,2012,0.15,-0.0729,
013312,BHP GROUP LTD,30/6/2012,2012,33.04,2.8963,11.40765805
014242,ANSELL LTD,30/6/2012,2012,16.05,0.9909,16.19739631
016602,THE IQ GROUP GLOBAL LTD,30/6/2012,2012,,,
017525,ORIGIN ENERGY LTD,30/6/2012,2012,11.32,0.906,12.49448124
018043,NEWS CORP,30/6/2012,2012,,-3.32,
019312,LEYSHON RESOURCES LTD,30/6/2012,2012,0.17,,
019731,ORBITAL CORP LTD,30/6/2012,2012,0.185,-0.0628,
020654,PARNELL PHARMACEUTICAL HLDGS,30/6/2012,2012,,0.01,
023681,SENEX ENERGY LTD,30/6/2012,2012,0.645,0.0096,67.1875
023999,SAMSON OIL & GAS LTD,30/6/2012,2012,0.048,-0.0177,
024286,AXXIS TECHNOLOGY GROUP LTD,30/6/2012,2012,0.005,-0.004,
024433,ASTUTE METALS NL,30/6/2012,2012,0.001,-0.0011,
031887,RESMED INC,30/6/2012,2012,40.47,1.75,23.12571429
062403,FLETCHER BUILDING LTD,30/6/2012,2012,6.97,0.2717,25.65329407
064987,AUSTRALASIAN RESOURCES LTD,30/6/2012,2012,0.08,-0.0126,
100243,AMCOR PLC,30/6/2012,2012,32.279,,
100251,AGL ENERGY,30/6/2012,2012,14.97,0.2383,62.81997482
100461,BRAMBLES LTD,30/6/2012,2012,7.02,0.3878,18.10211449
100800,MCPHERSONS LTD,30/6/2012,2012,1.855,0.2543,7.294534015
100894,WOOLWORTHS GROUP LTD,30/6/2012,2012,28.76,1.7863,16.1003191
101392,BEACH ENERGY LTD,30/6/2012,2012,1.265,0.1443,8.766458766
101513,ST BARBARA LTD,30/6/2012,2012,2.16,0.4004,5.394605395
101568,AMOTIV LIMITED,30/6/2012,2012,8.22,1.3225,6.215500945
101596,NATIONAL CAN INDUSTRIES LTD,30/6/2012,2012,,,
101597,MACMAHON HOLDINGS LTD,30/6/2012,2012,0.275,0.0768,3.580729167
101601,WESFARMERS LTD,30/6/2012,2012,34.26,1.8423,18.59631982
101605,REECE LTD,30/6/2012,2012,20.75,1.1373,18.24496615
101702,KRESTA HOLDINGS LTD,30/6/2012,2012,0.15,0.0055,27.27272727
101742,GWA GROUP LTD,30/6/2012,2012,1.825,0.1531,11.92031352
102202,DEEP YELLOW LTD,30/6/2012,2012,0.042,-0.0431,
102234,AIR NEW ZEALAND LTD,30/6/2012,2012,1.16,0.0648,17.90123457
103084,NEWCREST MINING LTD,30/6/2012,2012,29.14,1.46,19.95890411
104831,SPARK NEW ZEALAND LTD,30/6/2012,2012,2.38,,
104944,CONSOLIDATED MEDIA HLDGS LTD,30/6/2012,2012,3.38,0.1527,22.13490504
104958,FAIRFAX MEDIA LTD,30/6/2012,2012,0.415,-1.1618,
104960,OVATO LTD,30/6/2012,2012,0.25,-0.075,
105117,SEVEN WEST MEDIA LTD,30/6/2012,2012,1.135,0.3334,3.404319136
108173,CGA MINING LTD,30/6/2012,2012,2.72,0.0179,151.9553073
117116,KAZIA THERAPEUTICS LIMITED,30/6/2012,2012,0.072,,
149382,PAN ASIA CORP LTD,30/6/2012,2012,0.08,-0.032,
158001,BANDANNA ENERGY LTD,30/6/2012,2012,0.32,0.0042,76.19047619
185603,TALISON LITHIUM LTD,30/6/2012,2012,5.048,,
200157,EVT LIMITED,30/6/2012,2012,6.7,0.5056,13.25158228
200206,CONTINENTAL COAL LTD,30/6/2012,2012,0.065,-0.134,
200677,BCD RESOURCES NL,30/6/2012,2012,0.008,-0.0095,
200694,UNITY MINING LTD,30/6/2012,2012,0.14,0.0264,5.303030303
200729,BEYOND INTERNATIONAL GRP LTD,30/6/2012,2012,0.8,0.1439,5.559416261
200779,BLACKMORES LTD,30/6/2012,2012,31.13,1.6578,18.77789842
200782,HORIZON OIL LTD,30/6/2012,2012,0.3,0.0068,44.11764706
200972,ORCODA LTD,30/6/2012,2012,0.011,-0.0021,
200998,COUNTRY ROAD LTD,30/6/2012,2012,,0.2332,
201317,COVENTRY GROUP LTD,30/6/2012,2012,2.8,0.4226,6.625650734
201349,TZ LTD,30/6/2012,2012,0.11,-0.092,
201350,CUE ENERGY RESOURCES LTD,30/6/2012,2012,0.135,0.0081,16.66666667
201616,LACHLAN STAR LTD,30/6/2012,2012,1.4,0.0143,97.9020979
201669,BOTANIX PHARMACEUTICALS LTD,30/6/2012,2012,0.003,-0.0099,
201739,EBOS GROUP LTD,30/6/2012,2012,8.19,0.5364,15.26845638
202019,ENERGY DEVELOPMENTS LTD,30/6/2012,2012,2.85,0.0563,50.62166963
202023,ENERGY WORLD CORP LTD,30/6/2012,2012,0.4,0.0118,33.89830508
202057,VIDELLI LTD,30/6/2012,2012,,-0.0088,
202506,GAZAL CORP LTD,30/6/2012,2012,2.08,0.2187,9.510745313
202649,GROUP 6 METALS LTD,30/6/2012,2012,0.073,-0.0068,
202741,HAOMA MINING NL,30/6/2012,2012,0.105,0.1244,0.844051447
202929,KINGSGATE CONSOLIDATED LTD,30/6/2012,2012,6.04,0.5252,11.50038081
203007,HARVEY NORMAN HLDGS LTD,30/6/2012,2012,1.94,0.1624,11.94581281
203037,TOURISM HOLDINGS LTD,30/6/2012,2012,0.71,0.0461,15.40130152
203038,HELIX RESOURCES NL,30/6/2012,2012,0.042,-0.0022,
203071,HILLS LTD,30/6/2012,2012,1.145,,
203336,HORIZON MINERALS LTD,30/6/2012,2012,0.092,-0.0226,
203485,KORVEST LTD,30/6/2012,2012,6.06,0.7158,8.46605197
203545,LAKES BLUE ENERGY NL,30/6/2012,2012,0.003,-0.0005,
203730,SUMMIT RESOURCES LTD (NZL),30/6/2012,2012,1.54,-0.0043,
204081,KINGSTON RESOURCES LTD,30/6/2012,2012,,-0.0003,
205079,VIRALYTICS LTD,30/6/2012,2012,0.265,-0.0708,
205148,MICHAEL HILL INTL LTD,30/6/2012,2012,1.17,,
205194,MINERAL RESOURCES LTD,30/6/2012,2012,7.67,1.3229,5.79786832
205248,MOLOPO ENERGY LTD,30/6/2012,2012,0.605,-0.1985,
205282,MOUNT BURGESS MINING NL,30/6/2012,2012,0.002,-0.0025,
205371,OLDFIELDS HOLDINGS LTD,30/6/2012,2012,0.08,-0.0313,
206144,LEMARNE CORP LTD,30/6/2012,2012,,-0.1761,
206146,ORPHEUS URANIUM LTD,30/6/2012,2012,0.074,0.0071,10.42253521
206156,SKILLED GROUP LTD,30/6/2012,2012,2.56,0.1923,13.3125325
206196,DEMETALLICA LIMITED,30/6/2012,2012,0.028,,
207014,NOVA MINERALS LTD,30/6/2012,2012,0.004,-0.0005,
207018,MAGONTEC LTD,30/6/2012,2012,0.028,-0.0039,
207085,ADSLOT LTD,30/6/2012,2012,0.047,-0.0108,
207097,SONIC HEALTHCARE LTD,30/6/2012,2012,13.55,0.8106,16.71601283
207103,RIDLEY CORP LTD,30/6/2012,2012,1.165,0.0625,18.64
207221,RESOLUTE MINING LTD,30/6/2012,2012,1.945,0.1862,10.44575725
207300,FLIGHT CENTRE TRAVEL GROUP,30/6/2012,2012,23.59,2.0007,11.79087319
208001,ASARA RESOURCES LIMITED,30/6/2012,2012,0.11,-0.0268,
208012,INOVIQ LTD,30/6/2012,2012,0.099,-0.1204,
208014,KAIRIKI ENERGY LTD,30/6/2012,2012,0.002,-0.0013,
208079,SIMS LTD,30/6/2012,2012,9.58,-2.5332,
208215,SPOTLESS GROUP LTD,30/6/2012,2012,,,
208239,K&S CORP LTD,30/6/2012,2012,1.55,0.1875,8.266666667
208326,SGH LIMITED,30/6/2012,2012,6.81,0.4346,15.66958122
208584,PRT COMPANY LIMITED,30/6/2012,2012,0.83,0.0756,10.97883598
209128,TOLL HOLDINGS LTD,30/6/2012,2012,4.41,0.0903,48.8372093
209221,SENETAS CORP,30/6/2012,2012,0.01,-0.0161,
209423,VILLAGE ROADSHOW LTD,30/6/2012,2012,3.6,0.2229,16.15074024
209518,JUMBO INTERACTIVE LTD,30/6/2012,2012,1.38,0.1604,8.603491272
209626,KAIROS MINERALS LTD,30/6/2012,2012,0.007,-0.029,
209907,ZENITAS HEALTHCARE LTD,30/6/2012,2012,0.027,-0.0077,
210216,TELSTRA GROUP LIMITED,30/6/2012,2012,3.92,0.2746,14.27530954
210263,E3SIXTY LTD,30/6/2012,2012,0.03,0.0114,2.631578947
210268,GREENVALE ENERGY LTD,30/6/2012,2012,0.05,-0.0139,
210599,GREENCAP LTD,30/6/2012,2012,0.07,0.0118,5.93220339
210805,PERENTI LTD,30/6/2012,2012,2.9,0.3728,7.778969957
210869,HEALTHSCOPE LTD,30/6/2012,2012,,,
210880,THAKRAL HLDGS LTD,30/6/2012,2012,0.8,0.0044,181.8181818
210904,ELEVATE URANIUM LTD,30/6/2012,2012,0.01,-0.0071,
210979,MERLIN DIAMONDS LTD,30/6/2012,2012,0.16,-0.0232,
211365,NORWOOD SYSTEMS LTD,30/6/2012,2012,0.07,-0.0236,
211366,GUNNS LTD,30/6/2012,2012,,-1.078,
211367,REGIS RESOURCES LTD,30/6/2012,2012,5.71,0.1551,36.81495809
211517,RESONANCE HEALTH LTD,30/6/2012,2012,0.009,-0.0007,
211526,INDUS ENERGY NL,30/6/2012,2012,0.006,-0.0006,
211528,ARB CORP,30/6/2012,2012,9.76,0.5312,18.37349398
211536,PRODIGY GOLD NL,30/6/2012,2012,0.06,-0.0041,
211545,AUSTRALIAN VINTAGE LTD,30/6/2012,2012,0.485,0.0539,8.998144712
211557,CITIGOLD CORP LTD,30/6/2012,2012,0.065,-0.0011,
211559,OPTHEA LTD,30/6/2012,2012,0.36,-0.1039,
211562,COFFEY INTL,30/6/2012,2012,0.42,-0.1753,
211570,SIRIUS RESOURCES NL,30/6/2012,2012,2.77,-0.0101,
211572,SELECT HARVESTS LTD,30/6/2012,2012,1.15,-0.0792,
211574,ENVIRONMENTAL CLEAN TECH LTD,30/6/2012,2012,0.011,-0.0044,
211576,GLOBAL PETROLEUM LTD,30/6/2012,2012,0.14,,
211585,SCHAFFER CORP,30/6/2012,2012,3.69,0.5337,6.913996627
212163,GOLDSEARCH LTD,30/6/2012,2012,0.008,-0.009,
212167,SKYCITY ENTERTAINMENT GROUP,30/6/2012,2012,3.78,0.2401,15.74344023
212381,AV JENNINGS LTD,30/6/2012,2012,0.31,-0.1099,
212415,ALLIANCE RESOURCES LTD,30/6/2012,2012,0.205,-0.0112,
212417,XCEED RESOURCES LTD,30/6/2012,2012,0.073,-0.0262,
212418,ASTRAL RESOURCES NL,30/6/2012,2012,0.011,-0.0115,
212427,FORTESCUE LTD,30/6/2012,2012,3.49,0.5007,6.970241662
212431,SCANTECH LTD,30/6/2012,2012,0.355,0.0966,3.67494824
212621,DEVINE LTD,30/6/2012,2012,0.57,-0.0812,
212626,INVITROCUE LTD,30/6/2012,2012,,0.043,
212635,COCHLEAR LTD,30/6/2012,2012,67.15,0.9996,67.17687075
212639,PROGEN PHARMACEUTICALS LTD,30/6/2012,2012,0.26,-0.1392,
212644,SUNDANCE RESOURCES LTD,30/6/2012,2012,0.34,-0.0079,
212650,TRANSURBAN GROUP,30/6/2012,2012,6,0.0378,158.7301587
212651,UGL LTD,30/6/2012,2012,10.47,0.8083,12.95311147
212653,WESTGOLD RESOURCES LTD,30/6/2012,2012,0.175,,
212657,EQUUS MINING LTD,30/6/2012,2012,0.055,-0.0264,
212658,LYNAS RARE EARTHS LIMITED,30/6/2012,2012,0.79,-0.0512,
213514,BOS GLOBAL HOLDINGS NL,30/6/2012,2012,0.017,,
213644,TITANIUM SANDS LTD,30/6/2012,2012,,-0.0006,
214054,NEON CAPITAL LTD,30/6/2012,2012,0.285,-0.0045,
214099,IGNITE LTD,30/6/2012,2012,0.405,-0.1063,
214644,TROY RESOURCES LTD,30/6/2012,2012,4.96,0.3548,13.97970688
216480,TANAMI GOLD NL,30/6/2012,2012,0.78,-0.0165,
217868,GREENX METALS LIMITED,30/6/2012,2012,0.47,0.0164,28.65853659
217874,HAWTHORN RESOURCES LTD,30/6/2012,2012,0.008,-0.0009,
217880,ADAVALE RESOURCES LTD,30/6/2012,2012,0.016,-0.0058,
220239,PAN PACIFIC PETROLEUM NL,30/6/2012,2012,0.155,0.0045,34.44444444
220244,QANTAS AIRWAYS LTD,30/6/2012,2012,1.22,-0.1082,
220260,EPHRAIM RESOURCES LTD,30/6/2012,2012,,-0.002,
221021,SMS MANAGEMENT & TECHNOLOGY,30/6/2012,2012,6.3,0.4484,14.0499554
221045,MAXSEC GROUP LTD,30/6/2012,2012,0.011,0.0015,7.333333333
221095,CARNEGIE CLEAN ENERGY LTD,30/6/2012,2012,0.041,-0.0047,
221178,ARIZONA LITHIUM LIMITED,30/6/2012,2012,0.089,-0.0091,
221202,SHERWIN IRON LTD,30/6/2012,2012,0.075,,
221464,CTI LOGISTICS LTD,30/6/2012,2012,1.35,0.1241,10.87832393
221613,JOYCE CORP LTD,30/6/2012,2012,0.315,0.192,1.640625
222043,SOLAGRAN LTD,30/6/2012,2012,0.039,,
222076,MORETON RESOURCES LTD,30/6/2012,2012,0.006,-0.0031,
222202,TABCORP HOLDINGS LTD,30/6/2012,2012,2.76,0.4759,5.799537718
222301,CROWN RESORTS LTD,30/6/2012,2012,9.1,0.6978,13.04098596
222318,GLOBAL STRATEGIC METALS NL,30/6/2012,2012,0.06,-0.0068,
222761,AUCKLAND INTL AIRPORT LTD,30/6/2012,2012,2.62,0.1076,24.34944238
223003,CSL LTD,30/6/2012,2012,46,1.8924,24.30775735
226142,SPARC TECHNOLOGIES LTD-OLD,30/6/2012,2012,0.017,-0.0029,
226180,ENVESTRA LTD,30/6/2012,2012,0.905,0.0485,18.65979381
226186,ZIMPLATS HOLDINGS LTD,30/6/2012,2012,8.99,1.1368,7.908163265
226744,RAMSAY HEALTH CARE LTD,30/6/2012,2012,24.02,1.1275,21.3037694
227297,CULLEN RESOURCES NL,30/6/2012,2012,0.023,-0.0041,
231316,SILEX SYSTEMS LTD,30/6/2012,2012,3.88,-0.1046,
232041,AUSTAL LTD,30/6/2012,2012,1.385,0.0601,23.04492512
232102,SUREFIRE RESOURCES NL,30/6/2012,2012,0.004,-0.0015,
232122,MACQUARIE TECHNOLOGY GROUP,30/6/2012,2012,9.1,0.9344,9.738869863
234276,PENINSULA ENERGY LTD,30/6/2012,2012,0.028,-0.0033,
234556,MEDIVAC LTD,30/6/2012,2012,0.006,-0.008,
234778,UXC LTD,30/6/2012,2012,1.01,0.0594,17.003367
234876,BORAL LTD,30/6/2012,2012,3.84,0.2816,13.63636364
234963,TANDOU LTD,30/6/2012,2012,0.4,0.0361,11.08033241
235498,ADACEL TECHNOLOGIES LTD,30/6/2012,2012,0.28,0.0543,5.156537753
235645,CELSIUS RESOURCES LTD,30/6/2012,2012,0.019,0.0007,27.14285714
235651,TAKORADI LTD,30/6/2012,2012,0.031,-0.2566,
236137,SPICERS LTD,30/6/2012,2012,0.061,-0.3081,
236262,RIDDOCK INTERNATIONAL LTD,30/6/2012,2012,,,
236836,FIRST LITHIUM LIMITED,30/6/2012,2012,,,
237776,STREAMPLAY STUDIO LTD,30/6/2012,2012,0.006,0.001,6
237781,STAGING CONNECTIONS GP LTD,30/6/2012,2012,,,
237805,MPOWER GROUP LTD,30/6/2012,2012,0.26,0.0572,4.545454545
239316,BILLABONG INTERNATIONAL LTD,30/6/2012,2012,1.325,-1.587,
240944,A.C.N 004 410 833 LTD,30/6/2012,2012,0.545,0.1569,3.473550032
241372,A2B AUSTRALIA LTD,30/6/2012,2012,5.47,0.498,10.98393574
241378,CLOUGH LTD,30/6/2012,2012,0.7,0.0654,10.70336391
241380,DOWNER EDI LTD,30/6/2012,2012,3.59,0.2246,15.9839715
